percent-small-packet,percent-medium-packet,percent-big-packet,average-payload,stamp
0.726,0.27,0.00027,147.348,2
0.674,0.32,0.00032,158.669,2
0.595,0.393,0.000393,180.167,2
0.7,0.299,0.000299,146.801,2
0.666,0.323,0.000323,168.196,2
0.63,0.363,0.000363,170.19,2
0.707,0.291,0.000291,149.118,2
0.688,0.305,0.000305,163.027,2
0.627,0.369,0.000369,165.25,2
0.701,0.294,0.000294,157.777,2
0.626,0.368,0.000368,167.259,2
0.678,0.319,0.000319,154.768,2
0.658,0.333,0.000333,169.79,2
0.625,0.361,0.000361,176.243,2
0.655,0.343,0.000343,158.346,2
0.659,0.334,0.000334,165.726,2
0.575,0.419,0.000419,173.767,2
0.882,0.112,0.000112,111.94,2
0.727,0.253,0.000253,158.239,2
0.7,0.296,0.000296,155.192,2
0.689,0.3,0.0003,158.915,2
0.653,0.342,0.000342,159.382,2
0.674,0.322,0.000322,154.685,2
0.612,0.384,0.000384,164.94,2
0.635,0.364,0.000364,155.189,2
0.688,0.308,0.000308,154.848,2
0.618,0.377,0.000377,165.36,2
0.632,0.367,0.000367,157.31,2
0.644,0.35,0.00035,161.852,2
0.64,0.355,0.000355,161.305,2
0.626,0.371,0.000371,158.911,2
0.68,0.316,0.000316,157.341,2
0.624,0.375,0.000375,158.29,2
0.702,0.291,0.000291,159.454,2
0.618,0.372,0.000372,177.237,2
0.681,0.316,0.000316,153.991,2
0.641,0.355,0.000355,158.606,2
0.64,0.355,0.000355,164.019,2
0.684,0.315,0.000315,150.518,2
0.64,0.349,0.000349,170.811,2
0.632,0.365,0.000365,161.094,2
0.697,0.294,0.000294,160.412,2
0.65,0.339,0.000339,172.852,2
0.661,0.337,0.000337,156.483,2
0.689,0.305,0.000305,159.499,2
0.607,0.389,0.000389,167.214,2
0.718,0.278,0.000278,152.978,2
0.672,0.321,0.000321,161.268,2
0.636,0.356,0.000356,167.802,2
0.713,0.28,0.00028,157.633,2
0.665,0.329,0.000329,163.371,2
0.659,0.338,0.000338,158.342,2
0.665,0.331,0.000331,156.133,2
0.601,0.395,0.000395,167.881,2
0.675,0.324,0.000324,150.198,2
0.685,0.309,0.000309,156.767,2
0.63,0.366,0.000366,162.919,2
0.642,0.355,0.000355,157.392,2
0.663,0.33,0.00033,162.974,2
0.662,0.335,0.000335,159.07,2
0.677,0.317,0.000317,161.02,2
0.59,0.405,0.000405,170.089,2
0.716,0.281,0.000281,148.215,2
0.688,0.306,0.000306,159.438,2
0.614,0.384,0.000384,161.716,2
0.696,0.298,0.000298,157.854,2
0.633,0.355,0.000355,176.523,2
0.667,0.329,0.000329,160.307,2
0.701,0.293,0.000293,158.063,2
0.622,0.373,0.000373,166.617,2
0.721,0.277,0.000277,147.116,2
0.659,0.335,0.000335,163.685,2
0.628,0.37,0.00037,160.626,2
0.685,0.309,0.000309,162.421,2
0.618,0.376,0.000376,169.829,2
0.709,0.289,0.000289,148.607,2
0.679,0.315,0.000315,162.45,2
0.622,0.369,0.000369,171.021,2
0.706,0.291,0.000291,149.64,2
0.672,0.323,0.000323,158.457,2
0.643,0.354,0.000354,157.514,2
0.688,0.306,0.000306,159.192,2
0.635,0.358,0.000358,167.059,2
0.641,0.357,0.000357,163.539,2
0.68,0.315,0.000315,157.328,2
0.623,0.373,0.000373,163.938,2
0.704,0.291,0.000291,157.681,2
0.649,0.341,0.000341,171.156,2
0.653,0.345,0.000345,157.488,2
0.689,0.305,0.000305,160.184,2
0.569,0.424,0.000424,179.386,2
0.722,0.276,0.000276,146.922,2
0.661,0.332,0.000332,166.288,2
0.667,0.331,0.000331,155.202,2
0.648,0.342,0.000342,167.153,2
0.593,0.398,0.000398,177.104,2
0.733,0.265,0.000265,143.712,2
0.701,0.291,0.000291,161.193,2
0.652,0.341,0.000341,165.798,2
0.665,0.331,0.000331,159.889,2
0.615,0.376,0.000376,172.233,2
0.693,0.305,0.000305,152.147,2
0.677,0.316,0.000316,164.166,2
0.673,0.32,0.00032,159.877,2
0.652,0.347,0.000347,158.031,2
0.672,0.323,0.000323,158.946,2
0.667,0.326,0.000326,160.278,2
0.628,0.368,0.000368,162.622,2
0.631,0.363,0.000363,163.974,2
0.647,0.35,0.00035,159.182,2
0.691,0.304,0.000304,155.512,2
0.633,0.365,0.000365,158.906,2
0.639,0.358,0.000358,161.56,2
0.584,0.411,0.000411,171.025,2
0.712,0.283,0.000283,152.708,2
0.683,0.312,0.000312,155.658,2
0.638,0.358,0.000358,159.385,2
0.69,0.308,0.000308,151.982,2
0.627,0.369,0.000369,163.977,2
0.686,0.312,0.000312,150.866,2
0.636,0.361,0.000361,161.023,2
0.59,0.404,0.000404,169.96,2
0.713,0.285,0.000285,147.71,2
0.644,0.351,0.000351,162.974,2
0.624,0.369,0.000369,168.443,2
0.652,0.343,0.000343,161.732,2
0.606,0.39,0.00039,165.125,2
0.698,0.301,0.000301,147.125,2
0.643,0.352,0.000352,159.914,2
0.617,0.381,0.000381,160.669,2
0.699,0.298,0.000298,153.055,2
0.636,0.357,0.000357,167.376,2
0.631,0.367,0.000367,159.809,2
0.653,0.344,0.000344,157.879,2
0.603,0.393,0.000393,168.374,2
0.717,0.281,0.000281,146.343,2
0.654,0.341,0.000341,160.108,2
0.639,0.356,0.000356,164.189,2
0.655,0.341,0.000341,157.649,2
0.595,0.4,0.0004,168.132,2
0.664,0.335,0.000335,152.392,2
0.66,0.335,0.000335,158.641,2
0.619,0.375,0.000375,164.794,2
0.648,0.351,0.000351,153.871,2
0.594,0.401,0.000401,168.42,2
0.681,0.316,0.000316,152.485,2
0.684,0.311,0.000311,156.042,2
0.628,0.369,0.000369,158.302,2
0.661,0.336,0.000336,155.296,2
0.669,0.304,0.000304,181.522,2
0.628,0.37,0.00037,160.343,2
0.669,0.327,0.000327,157.526,2
0.595,0.398,0.000398,169.745,2
0.736,0.263,0.000263,143.341,2
0.617,0.372,0.000372,172.416,2
0.653,0.346,0.000346,152.949,2
0.643,0.355,0.000355,158.531,2
0.625,0.374,0.000374,159.889,2
0.642,0.357,0.000357,155.255,2
0.667,0.332,0.000332,152.775,2
0.653,0.346,0.000346,155.61,2
0.641,0.358,0.000358,155.663,2
0.665,0.334,0.000334,156.133,2
0.667,0.332,0.000332,153.359,2
0.651,0.348,0.000348,154.849,2
0.628,0.369,0.000369,160.407,2
0.656,0.343,0.000343,154.374,2
0.66,0.339,0.000339,151.84,2
0.637,0.362,0.000362,156.117,2
0.617,0.382,0.000382,157.449,2
0.645,0.354,0.000354,154.495,2
0.652,0.347,0.000347,155.594,2
0.635,0.364,0.000364,153.848,2
0.657,0.342,0.000342,152.537,2
0.626,0.373,0.000373,156.786,2
0.651,0.348,0.000348,154.041,2
0.637,0.362,0.000362,156.837,2
0.659,0.34,0.00034,152.147,2
0.608,0.391,0.000391,160.656,2
0.632,0.367,0.000367,156.837,2
0.624,0.373,0.000373,163.261,2
0.694,0.305,0.000305,146.508,2
0.682,0.317,0.000317,149.398,2
0.627,0.372,0.000372,158.932,2
0.649,0.35,0.00035,153.675,2
0.653,0.343,0.000343,158.212,2
0.671,0.328,0.000328,151.504,2
0.66,0.339,0.000339,154.185,2
0.641,0.358,0.000358,155.812,2
0.664,0.335,0.000335,153.66,2
0.661,0.337,0.000337,149.508,2
0.633,0.366,0.000366,158.353,2
0.612,0.387,0.000387,158.898,2
0.654,0.345,0.000345,151.504,2
0.656,0.343,0.000343,155.933,2
0.662,0.329,0.000329,162.185,2
0.665,0.326,0.000326,163.24,2
0.65,0.349,0.000349,154.669,2
0.606,0.393,0.000393,160.627,2
0.644,0.355,0.000355,156.08,2
0.654,0.345,0.000345,155.027,2
0.676,0.323,0.000323,150.121,2
0.625,0.374,0.000374,158.653,2
0.659,0.34,0.00034,153.897,2
0.614,0.385,0.000385,159.35,2
0.648,0.351,0.000351,154.604,2
0.631,0.368,0.000368,157.674,2
0.66,0.339,0.000339,156.092,2
0.657,0.342,0.000342,153.004,2
0.63,0.368,0.000368,160.395,2
0.678,0.318,0.000318,155.051,2
0.596,0.401,0.000401,166.934,2
0.697,0.302,0.000302,146.675,2
0.608,0.391,0.000391,160.445,2
0.622,0.377,0.000377,159.024,2
0.626,0.373,0.000373,159.717,2
0.69,0.309,0.000309,148.54,2
0.601,0.398,0.000398,161.544,2
0.665,0.324,0.000324,163.256,2
0.64,0.354,0.000354,163.242,2
0.606,0.392,0.000392,161.366,2
0.645,0.347,0.000347,169.901,2
0.61,0.382,0.000382,168.533,2
0.655,0.341,0.000341,158.191,2
0.625,0.374,0.000374,156.808,2
0.624,0.373,0.000373,160.763,2
0.618,0.38,0.00038,163.215,2
0.594,0.404,0.000404,164.856,2
0.683,0.316,0.000316,153.953,2
0.65,0.349,0.000349,154.682,2
0.642,0.357,0.000357,154.473,2
0.635,0.364,0.000364,158.575,2
0.593,0.406,0.000406,161.824,2
0.639,0.36,0.00036,155.695,2
0.639,0.36,0.00036,155.96,2
0.623,0.374,0.000374,164.085,2
0.664,0.333,0.000333,155.799,2
0.676,0.323,0.000323,152.645,2
0.629,0.37,0.00037,155.519,2
0.622,0.377,0.000377,159.484,2
0.62,0.375,0.000375,164.623,2
0.629,0.37,0.00037,157.664,2
0.64,0.359,0.000359,157.283,2
0.652,0.347,0.000347,156.27,2
0.646,0.351,0.000351,159.582,2
0.671,0.324,0.000324,157.161,2
0.683,0.316,0.000316,152.473,2
0.629,0.369,0.000369,161.789,2
0.613,0.386,0.000386,158.002,2
0.639,0.36,0.00036,158.599,2
0.632,0.367,0.000367,158.177,2
0.633,0.366,0.000366,155.998,2
0.624,0.375,0.000375,159.512,2
0.636,0.362,0.000362,159.653,2
0.614,0.381,0.000381,166.805,2
0.644,0.35,0.00035,163.981,2
0.661,0.338,0.000338,153.419,2
0.675,0.324,0.000324,150.712,2
0.669,0.324,0.000324,161.049,2
0.683,0.316,0.000316,152.426,2
0.61,0.389,0.000389,160.944,2
0.626,0.373,0.000373,157.827,2
0.584,0.414,0.000414,165.266,2
0.712,0.284,0.000284,151.491,2
0.65,0.347,0.000347,158.334,2
0.682,0.316,0.000316,157.097,2
0.618,0.381,0.000381,160.825,2
0.678,0.321,0.000321,151.457,2
0.679,0.32,0.00032,152.03,2
0.638,0.359,0.000359,160.134,2
0.57,0.419,0.000419,185.809,2
0.68,0.311,0.000311,157.036,2
0.646,0.339,0.000339,171.165,2
0.661,0.325,0.000325,171.767,2
0.68,0.312,0.000312,160.824,2
0.69,0.301,0.000301,159.496,2
0.653,0.346,0.000346,157.46,2
0.686,0.313,0.000313,152.015,2
0.66,0.339,0.000339,155.415,2
0.635,0.36,0.00036,166.033,2
0.685,0.312,0.000312,156.363,2
0.683,0.313,0.000313,160.469,2
0.705,0.293,0.000293,153.502,2
0.666,0.333,0.000333,157.238,2
0.68,0.317,0.000317,155.989,2
0.682,0.317,0.000317,152.582,2
0.652,0.346,0.000346,158.806,2
0.66,0.335,0.000335,161.346,2
0.668,0.329,0.000329,159.731,2
0.664,0.332,0.000332,159.956,2
0.669,0.328,0.000328,159.908,2
0.673,0.326,0.000326,154.386,2
0.715,0.282,0.000282,151.703,2
0.602,0.397,0.000397,163.709,2
0.705,0.287,0.000287,157.05,2
0.629,0.366,0.000366,164.922,2
0.677,0.318,0.000318,161.86,2
0.652,0.345,0.000345,161.23,2
0.7,0.297,0.000297,151.844,2
0.664,0.333,0.000333,159.082,2
0.664,0.335,0.000335,153.652,2
0.659,0.34,0.00034,154.915,2
0.625,0.374,0.000374,159.032,2
0.627,0.371,0.000371,158.237,2
0.626,0.37,0.00037,165.207,2
0.671,0.326,0.000326,157.56,2
0.657,0.338,0.000338,160.67,2
0.641,0.348,0.000348,171.874,2
0.676,0.322,0.000322,153.361,2
0.631,0.368,0.000368,158.341,2
0.668,0.331,0.000331,153.669,2
0.651,0.348,0.000348,155.62,2
0.652,0.346,0.000346,156.649,2
0.613,0.385,0.000385,163.731,2
0.643,0.351,0.000351,162.342,2
0.637,0.359,0.000359,164.751,2
0.696,0.298,0.000298,157.832,2
0.638,0.359,0.000359,161.79,2
0.628,0.37,0.00037,164.333,2
0.7,0.299,0.000299,147.66,2
0.63,0.367,0.000367,162.774,2
0.648,0.349,0.000349,158.47,2
0.643,0.353,0.000353,159.52,2
0.649,0.348,0.000348,161.758,2
0.692,0.304,0.000304,155.452,2
0.672,0.327,0.000327,154.904,2
0.623,0.376,0.000376,156.973,2
0.593,0.406,0.000406,163.472,2
0.63,0.369,0.000369,159.655,2
0.63,0.369,0.000369,157.722,2
0.696,0.303,0.000303,149.523,2
0.627,0.372,0.000372,158.654,2
0.629,0.37,0.00037,159.065,2
0.63,0.368,0.000368,158.856,2
0.628,0.37,0.00037,160.166,2
0.634,0.365,0.000365,156.362,2
0.627,0.372,0.000372,159.319,2
0.63,0.369,0.000369,156.559,2
0.613,0.386,0.000386,159.739,2
0.656,0.343,0.000343,152.333,2
0.637,0.362,0.000362,157.275,2
0.618,0.381,0.000381,157.826,2
0.616,0.383,0.000383,159.193,2
0.621,0.376,0.000376,161.166,2
0.629,0.369,0.000369,158.703,2
0.634,0.361,0.000361,159.572,2
0.619,0.37,0.00037,171.823,2
0.661,0.331,0.000331,159.775,2
0.611,0.388,0.000388,160.45,2
0.626,0.373,0.000373,158.999,2
0.592,0.405,0.000405,167.281,2
0.692,0.307,0.000307,150.949,2
0.687,0.312,0.000312,151.366,2
0.619,0.379,0.000379,161.346,2
0.601,0.398,0.000398,162.254,2
0.654,0.345,0.000345,154.148,2
0.638,0.361,0.000361,155.819,2
0.606,0.393,0.000393,162.227,2
0.582,0.417,0.000417,164.902,2
0.655,0.344,0.000344,153.896,2
0.626,0.373,0.000373,158.273,2
0.625,0.374,0.000374,157.695,2
0.621,0.378,0.000378,158.496,2
0.65,0.349,0.000349,156.845,2
0.62,0.379,0.000379,161.624,2
0.679,0.32,0.00032,155.753,2
0.624,0.375,0.000375,157.403,2
0.607,0.389,0.000389,164.579,2
0.646,0.353,0.000353,155.822,2
0.683,0.316,0.000316,151.973,2
0.703,0.28,0.00028,167.437,2
0.614,0.384,0.000384,161.187,2
0.609,0.39,0.00039,162.688,2
0.596,0.403,0.000403,160.38,2
0.606,0.392,0.000392,161.926,2
0.65,0.349,0.000349,155.346,2
0.597,0.402,0.000402,163.234,2
0.664,0.335,0.000335,153.694,2
0.604,0.395,0.000395,160.827,2
0.639,0.36,0.00036,156.97,2
0.646,0.349,0.000349,160.41,2
0.602,0.397,0.000397,161.752,2
0.65,0.349,0.000349,156.369,2
0.624,0.373,0.000373,164.603,2
0.674,0.325,0.000325,152.136,2
0.634,0.365,0.000365,156.938,2
0.614,0.385,0.000385,160.954,2
0.617,0.382,0.000382,159.59,2
0.652,0.347,0.000347,155.168,2
0.647,0.352,0.000352,155.264,2
0.629,0.37,0.00037,158.229,2
0.614,0.385,0.000385,159.131,2
0.616,0.383,0.000383,160.208,2
0.614,0.385,0.000385,160.591,2
0.636,0.362,0.000362,157.533,2
0.656,0.343,0.000343,155.875,2
0.616,0.383,0.000383,159.136,2
0.673,0.326,0.000326,152.606,2
0.617,0.382,0.000382,159.153,2
0.633,0.366,0.000366,159.671,2
0.657,0.341,0.000341,157.6,2
0.689,0.308,0.000308,152.973,2
0.669,0.31,0.00031,177.343,2
0.638,0.361,0.000361,157.123,2
0.634,0.365,0.000365,157.547,2
0.604,0.395,0.000395,161.619,2
0.658,0.341,0.000341,155.328,2
0.648,0.351,0.000351,155.246,2
0.651,0.348,0.000348,153.748,2
0.642,0.357,0.000357,158.774,2
0.651,0.348,0.000348,156.532,2
0.655,0.344,0.000344,155.032,2
0.681,0.318,0.000318,154.996,2
0.624,0.375,0.000375,159.921,2
0.649,0.35,0.00035,156.065,2
0.64,0.359,0.000359,159.006,2
0.64,0.359,0.000359,156.613,2
0.598,0.399,0.000399,165.489,2
0.662,0.335,0.000335,155.579,2
0.62,0.379,0.000379,163.14,2
0.662,0.337,0.000337,153.69,2
0.633,0.366,0.000366,158.072,2
0.603,0.396,0.000396,163.82,2
0.659,0.34,0.00034,155.115,2
0.601,0.397,0.000397,163.17,2
0.666,0.331,0.000331,152.949,2
0.64,0.358,0.000358,156.716,2
0.676,0.321,0.000321,154.885,2
0.636,0.361,0.000361,157.668,2
0.659,0.326,0.000326,167.877,2
0.655,0.343,0.000343,155.807,2
0.621,0.376,0.000376,160.374,2
0.665,0.333,0.000333,154.292,2
0.667,0.33,0.00033,155.003,2
0.634,0.364,0.000364,157.623,2
0.607,0.386,0.000386,168.833,2
0.723,0.274,0.000274,145.651,2
0.632,0.366,0.000366,159.97,2
0.653,0.345,0.000345,155.142,2
0.632,0.365,0.000365,159,2
0.667,0.331,0.000331,152.674,2
0.632,0.365,0.000365,159.852,2
0.688,0.31,0.00031,150.521,2
0.613,0.381,0.000381,164.851,2
0.677,0.321,0.000321,150.212,2
0.59,0.404,0.000404,167.247,2
0.681,0.317,0.000317,151.316,2
0.635,0.36,0.00036,159.937,2
0.658,0.34,0.00034,155.867,2
0.695,0.289,0.000289,165.068,2
0.673,0.325,0.000325,153.498,2
0.645,0.352,0.000352,157.451,2
0.615,0.381,0.000381,162.961,2
0.735,0.261,0.000261,147.791,2
0.621,0.376,0.000376,161.03,2
0.664,0.334,0.000334,154.12,2
0.639,0.359,0.000359,158.398,2
0.685,0.31,0.00031,155.496,2
0.626,0.372,0.000372,158.479,2
0.643,0.354,0.000354,158.095,2
0.672,0.326,0.000326,152.621,2
0.652,0.345,0.000345,156.122,2
0.614,0.384,0.000384,163.385,2
0.714,0.284,0.000284,146.553,2
0.645,0.352,0.000352,157.764,2
0.643,0.355,0.000355,156.892,2
0.688,0.3,0.0003,162.474,2
0.637,0.361,0.000361,160.033,2
0.627,0.371,0.000371,158.163,2
0.658,0.337,0.000337,159.77,2
0.632,0.364,0.000364,161.179,2
0.723,0.275,0.000275,147.492,2
0.623,0.374,0.000374,161.203,2
0.654,0.344,0.000344,155.425,2
0.654,0.344,0.000344,155.719,2
0.624,0.374,0.000374,159.926,2
0.698,0.299,0.000299,150.406,2
0.675,0.322,0.000322,156.793,2
0.656,0.341,0.000341,157.421,2
0.663,0.334,0.000334,156.492,2
0.662,0.336,0.000336,154.338,2
0.648,0.349,0.000349,157.727,2
0.625,0.373,0.000373,157.514,2
0.682,0.316,0.000316,151.913,2
0.656,0.326,0.000326,174.046,2
0.678,0.32,0.00032,153.385,2
0.646,0.35,0.00035,159.397,2
0.645,0.348,0.000348,165.36,2
0.679,0.319,0.000319,150.296,2
0.681,0.316,0.000316,153.91,2
0.641,0.356,0.000356,158.424,2
0.674,0.324,0.000324,153.999,2
0.715,0.283,0.000283,146.616,2
0.652,0.346,0.000346,156.581,2
0.665,0.332,0.000332,155.96,2
0.648,0.35,0.00035,155.435,2
0.67,0.328,0.000328,153.833,2
0.629,0.368,0.000368,161.161,2
0.69,0.306,0.000306,151.768,2
0.659,0.339,0.000339,157.11,2
0.641,0.357,0.000357,159.715,2
0.629,0.367,0.000367,163.598,2
0.669,0.328,0.000328,152.578,2
0.672,0.326,0.000326,152.277,2
0.676,0.319,0.000319,157.105,2
0.63,0.365,0.000365,164.721,2
0.652,0.346,0.000346,156.063,2
0.687,0.311,0.000311,153.885,2
0.634,0.364,0.000364,158.952,2
0.658,0.338,0.000338,158.403,2
0.665,0.333,0.000333,156.275,2
0.685,0.313,0.000313,152.478,2
0.664,0.332,0.000332,156.897,2
0.63,0.368,0.000368,159.02,2
0.638,0.358,0.000358,160.013,2
0.704,0.293,0.000293,152.209,2
0.669,0.313,0.000313,178.957,2
0.628,0.366,0.000366,173.728,2
0.687,0.309,0.000309,154.423,2
0.698,0.298,0.000298,153.842,2
0.657,0.338,0.000338,161.255,2
0.665,0.33,0.00033,162.19,2
0.718,0.273,0.000273,158.872,2
0.716,0.277,0.000277,155.345,2
0.666,0.33,0.00033,159.957,2
0.7,0.295,0.000295,157.18,2
0.671,0.323,0.000323,161.595,2
0.704,0.291,0.000291,157.275,2
0.646,0.35,0.00035,161.095,2
0.729,0.268,0.000268,147.634,2
0.672,0.326,0.000326,150.365,2
0.695,0.287,0.000287,170.603,2
0.623,0.375,0.000375,161.861,2
0.674,0.324,0.000324,151.698,2
0.663,0.334,0.000334,158.037,2
0.693,0.303,0.000303,156.847,2
0.704,0.289,0.000289,155.908,2
0.62,0.374,0.000374,169.671,2
0.642,0.354,0.000354,161.738,2
0.707,0.287,0.000287,158.133,2
0.692,0.302,0.000302,153.114,2
0.704,0.287,0.000287,158.262,2
0.656,0.341,0.000341,157.454,2
0.674,0.322,0.000322,156.632,2
0.654,0.342,0.000342,160.059,2
0.646,0.35,0.00035,163.789,2
0.725,0.271,0.000271,149.266,2
0.675,0.321,0.000321,157.154,2
0.686,0.31,0.00031,156.084,2
0.653,0.344,0.000344,159.886,2
0.692,0.304,0.000304,155.726,2
0.681,0.314,0.000314,159.313,2
0.675,0.317,0.000317,164.065,2
0.674,0.317,0.000317,164.079,2
0.665,0.332,0.000332,159.195,2
0.689,0.308,0.000308,150.896,2
0.69,0.308,0.000308,151.208,2
0.683,0.315,0.000315,153.477,2
0.657,0.341,0.000341,155.621,2
0.642,0.355,0.000355,157.592,2
0.65,0.348,0.000348,156.696,2
0.652,0.344,0.000344,160.42,2
0.633,0.363,0.000363,160.811,2
0.726,0.271,0.000271,146.724,2
0.663,0.333,0.000333,157.637,2
0.689,0.306,0.000306,157.003,2
0.669,0.328,0.000328,157.715,2
0.692,0.301,0.000301,158.677,2
0.681,0.308,0.000308,166.46,2
0.693,0.303,0.000303,154.735,2
0.661,0.336,0.000336,157.287,2
0.673,0.32,0.00032,163.201,2
0.714,0.279,0.000279,157.164,2
0.639,0.356,0.000356,164.608,2
0.697,0.298,0.000298,158.714,2
0.681,0.315,0.000315,155.808,2
0.686,0.307,0.000307,161.723,2
0.731,0.253,0.000253,166.428,2
0.689,0.306,0.000306,158.384,2
0.689,0.307,0.000307,157.682,2
0.643,0.354,0.000354,156.407,2
0.655,0.34,0.00034,160.734,2
0.651,0.347,0.000347,156.071,2
0.631,0.367,0.000367,160.137,2
0.7,0.294,0.000294,154.733,2
0.602,0.394,0.000394,168.238,2
0.714,0.282,0.000282,149.27,2
0.728,0.268,0.000268,146.935,2
0.616,0.379,0.000379,164.299,2
0.668,0.327,0.000327,158.566,2
0.701,0.293,0.000293,156.934,2
0.708,0.287,0.000287,153.941,2
0.67,0.325,0.000325,160.784,2
0.688,0.307,0.000307,157.158,2
0.652,0.343,0.000343,162.272,2
0.707,0.288,0.000288,156.487,2
0.691,0.302,0.000302,161.209,2
0.636,0.357,0.000357,166.212,2
0.688,0.308,0.000308,158.59,2
0.69,0.306,0.000306,157.297,2
0.695,0.298,0.000298,158.555,2
0.697,0.282,0.000282,173.851,2
0.679,0.318,0.000318,159.128,2
0.716,0.279,0.000279,155.098,2
0.622,0.377,0.000377,161.228,2
0.721,0.271,0.000271,156.393,2
0.645,0.35,0.00035,162.032,2
0.633,0.364,0.000364,158.887,2
0.711,0.287,0.000287,146.914,2
0.608,0.388,0.000388,164.164,2
0.665,0.332,0.000332,156.481,2
0.654,0.343,0.000343,157.654,2
0.687,0.307,0.000307,159.118,2
0.662,0.333,0.000333,159.001,2
0.645,0.352,0.000352,160.093,2
0.67,0.325,0.000325,156.684,2
0.635,0.362,0.000362,163.818,2
0.691,0.304,0.000304,155.424,2
0.691,0.303,0.000303,156.551,2
0.688,0.308,0.000308,157.954,2
0.702,0.295,0.000295,151.613,2
0.671,0.322,0.000322,163.176,2
0.678,0.317,0.000317,158.169,2
0.686,0.31,0.00031,155.179,2
0.701,0.293,0.000293,159.212,2
0.673,0.32,0.00032,164.135,2
0.674,0.318,0.000318,162.345,2
0.692,0.301,0.000301,158.253,2
0.704,0.287,0.000287,159.834,2
0.666,0.327,0.000327,161.652,2
0.666,0.331,0.000331,158.037,2
0.669,0.328,0.000328,156.505,2
0.667,0.331,0.000331,155.422,2
0.662,0.335,0.000335,156.719,2
0.641,0.356,0.000356,158.388,2
0.652,0.346,0.000346,156.408,2
0.633,0.365,0.000365,160.169,2
0.659,0.338,0.000338,155.035,2
0.67,0.327,0.000327,154.477,2
0.625,0.373,0.000373,162.079,2
0.662,0.332,0.000332,157.22,2
0.664,0.332,0.000332,157.24,2
0.673,0.323,0.000323,156.645,2
0.66,0.337,0.000337,158.452,2
0.709,0.288,0.000288,151.415,2
0.651,0.345,0.000345,158.853,2
0.608,0.389,0.000389,163.535,2
0.691,0.304,0.000304,152.613,2
0.607,0.39,0.00039,163.811,2
0.72,0.277,0.000277,147.963,2
0.625,0.371,0.000371,164.486,2
0.652,0.343,0.000343,161.876,2
0.71,0.286,0.000286,151.699,2
0.628,0.369,0.000369,163.155,2
0.705,0.292,0.000292,151.174,2
0.696,0.299,0.000299,158.031,2
0.663,0.332,0.000332,159.277,2
0.687,0.309,0.000309,153.695,2
0.687,0.311,0.000311,153.328,2
0.706,0.291,0.000291,148.416,2
0.664,0.333,0.000333,156.363,2
0.646,0.352,0.000352,155.861,2
0.698,0.296,0.000296,154.53,2
0.64,0.358,0.000358,156.342,2
0.649,0.342,0.000342,166.23,2
0.66,0.336,0.000336,158.124,2
0.648,0.349,0.000349,159.759,2
0.636,0.361,0.000361,161.938,2
0.673,0.322,0.000322,158.852,2
0.648,0.349,0.000349,160.224,2
0.7,0.296,0.000296,151.556,2
0.638,0.36,0.00036,159.735,2
0.636,0.361,0.000361,160.389,2
0.655,0.341,0.000341,158.699,2
0.699,0.297,0.000297,151.966,2
0.658,0.34,0.00034,156.282,2
0.692,0.302,0.000302,156.692,2
0.652,0.347,0.000347,153.978,2
0.697,0.299,0.000299,152.828,2
0.663,0.334,0.000334,156.476,2
0.668,0.326,0.000326,160.618,2
0.682,0.313,0.000313,155.22,2
0.649,0.345,0.000345,160.839,2
0.635,0.362,0.000362,159.576,2
0.649,0.348,0.000348,158.517,2
0.623,0.372,0.000372,161.905,2
0.669,0.328,0.000328,156.921,2
0.626,0.372,0.000372,161.348,2
0.699,0.297,0.000297,152.374,2
0.658,0.341,0.000341,154.571,2
0.688,0.307,0.000307,155.828,2
0.698,0.296,0.000296,156.008,2
0.675,0.321,0.000321,153.941,2
0.685,0.301,0.000301,166.069,2
0.639,0.358,0.000358,159.473,2
0.653,0.345,0.000345,156.869,2
0.66,0.337,0.000337,157.099,2
0.641,0.354,0.000354,161.289,2
0.622,0.373,0.000373,164.657,2
0.659,0.337,0.000337,156.554,2
0.656,0.341,0.000341,157.253,2
0.663,0.334,0.000334,157.672,2
0.647,0.349,0.000349,160.624,2
0.661,0.337,0.000337,156.528,2
0.718,0.273,0.000273,159.976,2
0.633,0.364,0.000364,160.156,2
0.663,0.332,0.000332,158.698,2
0.636,0.36,0.00036,162.785,2
0.695,0.301,0.000301,155.272,2
0.635,0.359,0.000359,166.827,2
0.636,0.358,0.000358,166.677,2
0.738,0.258,0.000258,150.394,2
0.644,0.354,0.000354,158.06,2
0.702,0.292,0.000292,156.15,2
0.648,0.349,0.000349,159.046,2
0.679,0.314,0.000314,162.626,2
0.674,0.321,0.000321,159.316,2
0.63,0.366,0.000366,164.451,2
0.651,0.345,0.000345,160.638,2
0.724,0.27,0.00027,154.883,2
0.663,0.335,0.000335,156.4,2
0.686,0.309,0.000309,158.006,2
0.675,0.314,0.000314,170.235,2
0.67,0.324,0.000324,159.349,2
0.645,0.353,0.000353,160.629,2
0.739,0.231,0.000231,175.913,2
0.64,0.353,0.000353,164.33,2
0.689,0.309,0.000309,155.482,2
0.69,0.308,0.000308,152.382,2
0.7,0.283,0.000283,169.784,2
0.602,0.199,0.000199,383.659,2
0.604,0.336,0.000336,232.54,2
0.693,0.304,0.000304,151.077,2
0.692,0.306,0.000306,149.902,2
0.686,0.295,0.000295,172.784,2
